form	lemma
الانتفاضة	انتفاضة
الانتقادات	انتقاد
الانتقال	انتقال
الانتقالية	انتقالي
الانتقام	انتقام
الانتماء	انتماء
الانتهاكات	انتهاك
الانخراط	انخراط
الانسحاب	انسحاب
الانضمام	انضمام
الانفتاح	انفتاح
الانفجار	انفجار
الانفصال	انفصال
الانقسام	انقسام
الانقلاب	انقلاب
الانهيار	انهيار
الاهتمام	اهتمام
الباب	باب
البابا	باب
الباحة	باحة
الباحث	باحث
الباحثون	باحث
الباحثين	باحث
البادية	بادي
البارحة	بارحة
البارد	بارد
الباردة	بارد
الباز	باز
الباشا	باش
الباطن	باطن
الباعة	بائع
الباقي	باقي
الباكستاني	باكستاني
الباكستانية	باكستاني
البالغ	بالغ
البالغة	بالغ
البت	بت
البترا	بتر
البث	بث
البحار	بحر
البحث	بحث
البحر	بحر
البحري	بحر
البحرية	بحري
البحرين	بحر
البحوث	بحث
البحيرة	بحيرة
البخاري	بخاري
البدء	بدء
البداية	بداية
البدر	بدر
البدري	بدر
البدنية	بدني
البدوي	بدوي
البديل	بديل
البر	بر
البرادعي	بردعة
البرازيلي	برازيلي
البرامج	برنامج
البرتغالي	برتغالي
البرتغاليين	برتغالي
البرج	برج
البرد	برد
البرغوثي	برغوث
البرق	برق
البرقيات	برقية
البركة	بركة
البرلمان	برلمان
البرلمانية	برلماني
البرمجة	برمجة
البرنامج	برنامج
البروتوكول	بروتوكول
البرى	برى
البري	بر
البرية	بري
البريد	بريد
البريدية	بريدي
البسيط	بسيط
البسيطة	بسيط
البشر	بشر
البشرة	بشرة
البشري	بشر
البشرية	بشرية
البشير	بشير
البصر	بصر
البصل	بصل
البضائع	بضاعة
البطاقات	بطاقة
البطاقة	بطاقة
البطالة	بطال
البطريرك	بطريرك
البطل	بطل
البطن	بطن
البطولات	بطولة
البطولة	بطولة
البعث	بعث
البعثة	بعثة
البعد	بعد
البعض	بعض
البعيد	بعيد
البغدادي	بغدادي
البقر	بقرة
البقرة	بقرة
البقعة	بقعة
البلاد	بلد
البلجيكي	بلجيكي
البلد	بلد
البلدان	بلد
البلدة	بلدة
البلديات	بلدية
البلدية	بلدي
البلدين	بلد
البن	بن
البنا	بن
البناء	بناء
البنات	ابن
البنت	بنت
البنزين	بنزين
البنك	بن
البنكية	بنكي
البنوك	بنك
البنية	بني
البوابة	بواب
البورصة	بورصة
البيئة	بيئة
البيئي	بيئي
البيئية	بيئي
البيان	بيان
البيانات	بيان
البيت	بيت
البيض	أبيض
البيضاء	أبيض
البيع	بيع
البيوت	بيت
التآمر	تآمر
التأثير	تأثير
التأكد	تأكد
التأكيد	تأكيد
التأمين	تأمين
التأهل	تأهل
التابع	تابع
التابعة	تابع
التابعه	تابع
التاريخ	تاريخ
التاريخي	تاريخ
التاريخية	تاريخي
التاسع	تاسع
التاسعة	تاسع
التالي	تالي
التالية	تالي
التام	تام
التبادل	تبادل
التبرعات	تبرع
التتويج	تتويج
التثبيت	تثبيت
التجار	تاجر
التجارب	تجربة
التجارة	تجارة
التجاري	تجاري
التجارية	تجاري
التجديد	تجديد
التجربة	تجربة
التجسس	تجسس
التجمع	تجمع
التجميل	تجميل
التجميلية	تجميلي
التجنيد	تجنيد
التجول	تجول
التحالف	تحالف
التحتية	تحتية
التحدث	تحدث
التحدي	تحدي
التحديات	تحدي
التحديث	تحديث
التحديد	تحديد
التحرر	تحرر
التحرش	تحرش
التحرك	تحرك
التحرير	تحرير
التحريض	تحريض
التحضير	تحضير
التحضيرات	تحضير
التحفظ	تحفظ
التحقق	تحقق
التحقيق	تحقيق
التحقيقات	تحقيق
التحكم	تحكم
التحكيم	تحكيم
التحليل	تحليل
التحمل	تحمل
التحميل	تحميل
التحول	تحول
التحويل	تحويل
التحية	تحية
التخابر	تخابر
التخصصات	تخصص
التخطيط	تخطيط
التخلص	تخلص
التخلي	تخلي
التداول	تداول
التدخل	تدخل
التدخين	تدخين
التدريب	تدريب
التدريبات	تدريب
التدريبي	تدريب
التدريبية	تدريبي
التدريس	تدريس
التذاكر	تذكرة
التراب	تراب
التراث	تراث
التراجع	تراجع
التربوي	تربوي
التربوية	تربوي
التربية	تربية
الترتيب	ترتيب
الترجمة	ترجمة
الترجي	ترجي
الترجيح	ترجيح
الترحيب	ترحيب
الترخيص	ترخيص
الترشح	ترشح
الترشيح	ترشيح
الترفيه	ترفيه
الترقية	ترقية
الترقيه	ترقي
التركي	تركي
التركيب	تركيب
التركية	تركي
التركيز	تركيز
الترويج	ترويج
التزام	التزام
التزلج	تزلج
التسامح	تسامح
التسجيل	تسجيل
التسلية	تسلية
التسليم	تسليم
التسمم	تسمم
التسوق	تسوق
التسوية	تسوية
التسويق	تسويق
التشاورية	تشاوري
التشريعات	تشريع
التشريعي	تشريع
التشريعية	تشريعي
التشغيل	تشغيل
التشكيل	تشكيل
التشكيلة	تشكيلة
التشكيلي	تشكيل
التشهير	تشهير
التصاميم	تصميم
التصدي	تصدي
التصرف	تصرف
التصريح	تصريح
التصريحات	تصريح
التصعيد	تصعيد
التصفح	تصفح
التصميم	تصميم
التصنيع	تصنيع
التصنيف	تصنيف
التصويت	تصويت
التصوير	تصوير
التضامن	تضامن
التضخم	تضخم
التضييق	تضييق
التطبيق	تطبيق
التطبيقات	تطبيق
التطبيقية	تطبيقي
التطرف	تطرف
التطور	تطور
التطورات	تطور
التطوير	تطوير
التطويري	تطوير
التظاهر	تظاهر
التعادل	تعادل
التعاقد	تعاقد
التعامل	تعامل
التعاون	تعاون
التعبير	تعبير
التعديل	تعديل
التعديلات	تعديل
التعذيب	تعذيب
التعرض	تعرض
التعرف	تعرف
التعريب	تعريب
التعريف	تعريف
التعصب	تعصب
التعلم	تعلم
التعليق	تعليق
التعليقات	تعليق
التعليم	تعليم
التعليمي	تعليمي
التعليمية	تعليمي
التعويض	تعويض
التغذية	تغذية
التغطية	تغطية
التغلب	تغلب
التغير	تغير
التغيرات	تغير
التغيير	تغيير
التغييرات	تغيير
التفاصيل	تفاصيل
التفاعل	تفاعل
التفاعلية	تفاعلي
التفاهم	تفاهم
التفاوض	تفاوض
التفتيش	تفتيش
التفجير	تفجير
التفسير	تفسير
التفعيل	تفعيل
التفكير	تفكير
التفوق	تفوق
التقارب	تقارب
التقارير	تقرير
التقاط	التقاط
التقاعد	تقاعد
التقدم	تقدم
التقدير	تقدير
التقديم	تقديم
التقرير	تقرير
التقسيم	تقسيم
التقليدي	تقليد
التقليدية	تقليدي
التقني	تقني
التقنيات	تقنية
التقنية	تقنية
التقى	التقى
التقييم	تقييم
التكاليف	تكلفة
التكلفة	تكلفة
التكنولوجيا	تكنولوجي
التكنولوجية	تكنولوجي
التل	تل
التلاعب	تلاعب
التلفاز	تلفاز
التلفزيون	تلفزيون
التلفزيونية	تلفزيوني
التلقائي	تلقائي
التلوث	تلوث
التليفزيون	تليفزيون
التمارين	تمرين
التمثيل	تمثيل
التمدد	تمدد
التمرد	تمرد
التمويل	تمويل
التموين	تموين
التميز	تميز
التمييز	تمييز
التنافس	تنافس
التنبيه	تنبيه
التنس	تنس
التنسيق	تنسيق
التنصيب	تنصيب
التنظيم	تنظيم
التنفس	تنفس
التنفيذ	تنفيذ
التنفيذي	تنفيذ
التنفيذية	تنفيذي
التنموية	تنموي
التنمية	تنمية
التهاب	التهاب
التهديد	تهديد
التهديدات	تهديد
التهم	تهمة
التواجد	تواجد
التوازن	توازن
التواصل	تواصل
التوافق	توافق
التواقيع	توقيع
التوالي	توالي
التوبة	توبة
التوتر	توتر
التوجه	توجه
التوجيه	توجيه
التوجيهي	توجيه
التوحيد	توحيد
التورط	تورط
التوزيع	توزيع
التوسع	توسع
التوصل	توصل
التوضيح	توضيح
التوظيف	توظيف
التوفيق	توفيق
التوقعات	توقع
التوقف	توقف
التوقيت	توقيت
التوقيع	توقيع
التوكيل	توكيل
التونسي	تونسي
التونسية	تونسي
التي	التي
التيار	تيار
التيارات	تيار
الثابت	ثابت
الثالث	ثالث
الثالثة	ثالث
الثالثه	ثالث
الثامن	ثامن
الثامنة	ثامن
الثانوي	ثانوي
الثانوية	ثانوي
الثاني	ثاني
الثانية	ثاني
الثرثار	ثرثار
الثروة	ثروة
الثغرات	ثغرة
الثقافات	ثقافة
الثقافة	ثقافة
الثقافي	ثقافي
الثقافية	ثقافي
الثقة	ثقة
الثقيل	ثقيل
الثقيلة	ثقيل
الثلاثي	ثلاثي
الثلاثية	ثلاثي
الثلاثين	ثلاثين
الثلج	ثلج
الثلجية	ثلجي
الثمن	ثمن
الثنائي	ثنائي
الثنائية	ثنائي
الثوار	ثائر
الثورات	ثورة
الثورة	ثورة
الثوري	ثور
الثورية	ثوري
الجائزة	جائزة
الجاد	جاد
الجاذبية	جاذبية
الجاري	جار
الجارية	جاري
الجاف	جاف
الجافا	جاف
الجالية	جالية
الجامع	جامع
الجامعات	جامعة
الجامعة	جامعة
الجامعه	جامع
الجامعي	جامع
الجامعية	جامعي
الجانب	جانب
الجانبية	جانبي
الجانبين	جانب
الجبال	جبل
الجبل	جبل
الجبهة	جبهة
الجثة	جثة
الجثث	جثة
الجحيم	جحيم
الجد	جد
الجدار	جدار
الجداول	جدول
الجدد	جديد
الجدران	جدار
الجدل	جدل
الجدول	جدول
الجديد	جديد
الجديدة	جديد
الجرائم	جريمة
الجراثيم	جرثوم
الجرح	جرح
الجرحى	جريح
الجروح	جرح
الجريح	جريح
الجريدة	جريدة
الجريمة	جريمة
الجزء	جزء
الجزائري	جزائري
الجزائرية	جزائري
الجزر	جزيرة
الجزري	جزيرة
الجزيرة	جزيرة
الجسد	جسد
الجسر	جسر
الجسم	جسم
الجغرافي	جغرافي
الجغرافيا	جغرافي
الجفر	جفر
الجلالة	جلالة
الجلد	جلد
الجلسة	جلسة
الجلوس	جلوس
الجليد	جليد
الجليل	جليل
الجمارك	جمرك
الجماعات	جماعة
الجماعة	جماعة
الجماعي	جماعي
الجماعية	جماعي
الجمال	جملة
الجمالي	جملة
الجماهير	جماهير
الجمعة	جمعة
الجمعه	جمع
الجمعيات	جمعية
الجمعية	جمعية
الجمل	جملة
الجملة	جملة
الجمهور	جمهور
الجمهوري	جمهوري
الجمهورية	جمهوري
الجميع	جميع
الجميل	جميل
الجميلة	جميل
الجن	جن
الجنائي	جنائي
الجنائية	جنائي
الجناح	جناح
الجنايات	جناية
الجنة	جنة
الجندي	جندي
الجنرال	جنرال
الجنس	جنس
الجنسي	جنس
الجنسية	جنسي
الجنه	جن
الجنوب	جنوب
الجنوبي	جنوب
الجنوبية	جنوبي
الجنود	جندي
الجنون	جنون
الجنين	جنين
الجنيه	جنيه
الجهات	جهة
الجهاد	جهاد
الجهاديين	جهادي
الجهاز	جهاز
الجهة	جهة
الجهد	جهد
الجهود	جهد
الجو	جو
الجوائز	جائزة
الجواب	جواب
الجواد	جواد
الجوار	جوار
الجوال	جوال
الجوانب	جانب
الجودة	جودة
الجوع	جوع
الجوف	جوف
الجولان	جولان
الجولة	جولة
الجوهري	جوهر
الجوي	جو
الجوية	جوي
الجيد	جيد
الجيدة	جيد
الجيران	جار
الجيش	جيش
الجيل	جيل
الجيوش	جيش
الحاج	حاج
الحاجة	حاجة
الحادث	حادث
الحادثة	حادثة
الحادي	حادي
الحادية	حادي
الحارة	حار
الحارثي	حارث
الحارس	حارس
الحاسب	حاسب
الحاسوب	حاسوب
الحاصل	حاصل
الحاضر	حاضر
الحافز	حافز
الحافلة	حافلة
الحاكم	حاكم
الحاكمة	حاكم
الحال	حال
الحالات	حالة
الحالة	حالة
الحالي	حال
الحالية	حالي
الحامل	حامل
الحاويات	حاوي
الحب	حب
الحبل	حبل
الحبوب	حب
الحبيب	حبيب
الحبيبة	حبيب
الحج	حج
الحجاب	حجاب
الحجاج	حاج
الحجة	حجة
الحجر	حجر
الحجري	حجر
الحجز	حجز
الحجم	حجم
الحد	حد
الحداثة	حداثة
الحدث	حدث
الحدود	حد
الحدودي	حد
الحدودية	حدودي
الحديث	حديث
الحديثة	حديث
الحديد	حديد
الحديدي	حديد
الحديدية	حديدي
الحديقة	حديقة
الحذر	حذر
الحذف	حذف
الحر	حر
الحرارة	حرارة
الحرارية	حراري
الحراك	حراك
الحرام	حرام
الحرب	حرب
الحربي	حرب
الحربية	حربي
الحرة	حر
الحرس	حارس
الحرص	حرص
